type,basisOfRecord,ocurrenceID,rightsHolder,institutionID,institutionCode,collectionCode,datasetName,catalogNumber,recordedBy,sex,lifeStage,reproductiveCondition,molt,eventDate,year,month,day,habitat,habitatVerbatim,country,countryCode,county,municipality,locality,verbatimLocality,elevation,decimalLatitude,decimalLongitude,geodeticDatum,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,scientificName,acceptedNameUsage,Kingdom,phylum,class,order,family,genus,scientificNameAutorship,vernacularNameEnglish,migratoryStatus,weight,weightUnit,weightVerbatim,totalCulmen,totalCulmenUnit,totalCulmenVerbatim,billDepth,billDepthUnit,billDepthVerbatim,billWidth,billWidthUnit,billWidthVerbatim,gape,gapeUnit,gapeVerbatim,wingLength,wingLengthUnit,wingLengthVerbatim,tailLength,tailLengthUnit,tailLengthVerbatim,tarsusLength,tarsusLengthUnit,tarsusLengthVerbatim,totalLength,totalLengthUnit,totalLengthVerbatim
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03843,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03843,"LDMG, WDTE",Undetermined,,Non-reproductive,Body molt,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Chlorostilbon melanorhynchus,Chlorostilbon melanorhynchus,Animal,Chordata,Aves,Apodiformes,Trochilidae,Chlorostilbon,"(Gould, 1860)",Western Emerald,Resident,,,,14.2,mm,,1.29,mm,outlier,2.12,mm,,,,,43,mm,outlier,24,mm,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03844,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03844,"LDMG, WDTE",Undetermined,,Non-reproductive,Flight feather and body molt,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Zimmerius chrysops,Zimmerius chrysops,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Zimmerius,"(P.L.Sclater, 1859)",Golden-faced Tyrannulet,Resident,9,g,,,,,3.15,mm,,3.9,mm,,,,,52,mm,,50,mm,,15.56,mm,,100,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03845,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03845,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Turdus grayi,Turdus grayi,Animal,Chordata,Aves,Passeriformes,Turdidae,Turdus,"(Bonaparte, 1838)",Clay-colored Thrush,Resident,58,g,,15.82,mm,,6.98,mm,,7.62,mm,,,,,118,mm,,105,mm,,31.94,mm,,237,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03846,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03846,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Mionectes oleagineus,Mionectes oleagineus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,"(Linchtenstein, 1823)",Ochre-bellied Flycatcher,Resident,11,g,,11.8,mm,,3.36,mm,,4.18,mm,,,,,61,mm,,52,mm,,17.92,mm,,121,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03847,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03847,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Saltator striatipectus,Saltator striatipectus,Animal,Chordata,Aves,Passeriformes,Thraupidae,Saltator,"(Lafresnaye, 1847)",Streaked Saltator,Resident,39,g,,15.52,mm,,11.87,mm,,9.21,mm,,,,,90,mm,,90,mm,,23.98,mm,,199,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03848,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03848,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Mionectes oleagineus,Mionectes oleagineus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,"(Linchtenstein, 1823)",Ochre-bellied Flycatcher,Resident,,,,10.35,mm,,3.34,mm,,4.44,mm,,,,,59,mm,,48,mm,,17.7,mm,,122,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03849,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03849,"LDMG, WDTE",Male,Inmature,Non-reproductive,Flight feather and body molt,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Piranga rubra,Piranga rubra,Animal,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,"(Linnaeus, 1758)",Summer Tanager,Migratory,32,g,,16.27,mm,,9.28,mm,,9.3,mm,,,,,90,mm,,87,mm,,19.64,mm,,189,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03850,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03850,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Turdus grayi,Turdus grayi,Animal,Chordata,Aves,Passeriformes,Turdidae,Turdus,"(Bonaparte, 1838)",Clay-colored Thrush,Resident,72,g,,15.46,mm,,7.07,mm,,8.47,mm,,,,,114,mm,,96,mm,,32.22,mm,,230,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03851,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03851,"LDMG, WDTE",Male,Adult,Non-reproductive,Body molt,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Polioptila plumbea,Polioptila plumbea,Animal,Chordata,Aves,Passeriformes,Polioptilidae,Polioptila,"(Gmelin, 1788)",Tropical Gnatcatcher,Resident,6,g,,9.62,mm,,2.45,mm,,3,mm,,,,,49,mm,,50,mm,,20.32,mm,,99,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03852,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03852,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Stilpnia vitriolina,Stilpnia vitriolina,Animal,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,"(Cabanis, 1850)",Scrub Tanager,Resident,22,g,,10.16,mm,,5.46,mm,,5.55,mm,,,,,75,mm,,61,mm,,22.75,mm,,144,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03853,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03853,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-24,2019,2,24,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Mionectes oleagineus,Mionectes oleagineus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,"(Linchtenstein, 1823)",Ochre-bellied Flycatcher,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03854,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03854,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Zimmerius chrysops,Zimmerius chrysops,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Zimmerius,"(P.L.Sclater, 1859)",Golden-faced Tyrannulet,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03855,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03855,"LDMG, WDTE",Male,Adult,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Euphonia laniirostris,Euphonia laniirostris,Animal,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,"(d'Orbigny & Lafresnaye, 1837)",Thick-billed Euphonia,Resident,15,g,,8.69,mm,,5.51,mm,,6.23,mm,,,,,60,mm,,39,mm,,15.54,mm,,105,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03856,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03856,"LDMG, WDTE",Undetermined,Inmature,Non-reproductive,,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Mionectes oleagineus,Mionectes oleagineus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,"(Linchtenstein, 1823)",Ochre-bellied Flycatcher,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03857,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03857,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Thraupis palmarum,Thraupis palmarum,Animal,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,"(Wied-Neuwied, 1821)",Palm Tanager,Resident,37,g,,12.99,mm,,5.95,mm,,7.53,mm,,,,,95,mm,,83,mm,,19.83,mm,,188,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03858,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03858,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,Animal,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,"(Vieillot, 1817)",Southern Rough-winged Swallow,Resident,15,g,,6.1,mm,,2.54,mm,,5.2,mm,,,,,117,mm,outlier,60,mm,,13.13,mm,outlier,129,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03859,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03859,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Vireo leucophrys,Vireo leucophrys,Animal,Chordata,Aves,Passeriformes,Vireonidae,Vireo,"(Lafresnaye, 1844)",Brown-capped Vireo,Resident,17,g,,,,,4.28,mm,,5.21,mm,,,,,65,mm,,,,,16.82,mm,,123,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03860,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03860,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,Animal,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,"(Vieillot, 1817)",Southern Rough-winged Swallow,Resident,13,g,,6.83,mm,,2.86,mm,,5,mm,,,,,96,mm,,,,,9.4,mm,,124,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03861,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03861,"LDMG, WDTE",Undetermined,Inmature,Non-reproductive,,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Mionectes oleagineus,Mionectes oleagineus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,"(Linchtenstein, 1823)",Ochre-bellied Flycatcher,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03862,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03862,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Vireo olivaceus,Vireo olivaceus,Animal,Chordata,Aves,Passeriformes,Vireonidae,Vireo,"(Linnaeus, 1766)",Red-eyed Vireo,Resident-Migratory,14,g,,11.95,mm,,4.65,mm,,5.35,mm,,,,,67,mm,,62,mm,outlier,19.05,mm,,129,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03863,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03863,"LDMG, WDTE",Male,Adult,Non-reproductive,,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Euphonia laniirostris,Euphonia laniirostris,Animal,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,"(d'Orbigny & Lafresnaye, 1837)",Thick-billed Euphonia,Resident,16,g,,9.63,mm,,5.63,mm,,6.34,mm,,,,,66,mm,,41,mm,,18.56,mm,,114,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03864,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03864,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Flight feather and body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Elaenia flavogaster,Elaenia flavogaster,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Thunberg, 1822)",Yellow-bellied Elaenia,Resident,28,g,,8.68,mm,,4.07,mm,,6.12,mm,,,,,79,mm,,,,,20.68,mm,,169,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03865,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03865,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Megarynchus pitangua,Megarynchus pitangua,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Megarynchus,"(Linnaeus, 1766)",Boat-billed Flycatcher,Resident,69,g,,23.98,mm,,8.89,mm,,10.1,mm,,,,,113,mm,,95,mm,,26.1,mm,,230,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03866,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03866,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Flight feather and body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Columbina talpacoti,Columbina talpacoti,Animal,Chordata,Aves,Columbiformes,Columbidae,Columbina,"(Temminck, 1810)",Ruddy Ground Dove,Resident,60,g,,12.19,mm,,3.31,mm,,4.51,mm,,,,,91,mm,,75,mm,,18.18,mm,,174,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03867,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03867,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Columbina minuta,Columbina minuta,Animal,Chordata,Aves,Columbiformes,Columbidae,Columbina,"(Linnaeus, 1766)",Plain-breasted Ground Dove,Resident,48,g,,11.68,mm,,2.93,mm,,3.88,mm,,,,,85,mm,,,,,10.54,mm,,156,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03869,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03869,"LDMG, WDTE",Undetermined,,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Amazilia tzacatl,Amazilia tzacatl,Animal,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,"(De la Llave, 1833)",Rufous-tailed Hummingbird,Resident,3,g,,21.1,mm,,2.51,mm,,3.52,mm,,,,,54,mm,,40,mm,outlier,,,,101,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03870,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03870,"LDMG, WDTE",Undetermined,Undetermined,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Amazilia tzacatl,Amazilia tzacatl,Animal,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,"(De la Llave, 1833)",Rufous-tailed Hummingbird,Resident,6,g,,22.11,mm,,2.15,mm,,,,,,,,55,mm,,39,mm,outlier,,,,102,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03871,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03871,"LDMG, WDTE",Undetermined,Inmature,Non-reproductive,Body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Piranga rubra,Piranga rubra,Animal,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,"(Linnaeus, 1758)",Summer Tanager,Migratory,30,g,,,,,8.24,mm,outlier,10.23,mm,,,,,,,,78,mm,,17.2,mm,,179,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03872,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03872,"LDMG, WDTE",Undetermined,Undetermined,Non-reproductive,Flight feather and body molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Amazilia tzacatl,Amazilia tzacatl,Animal,Chordata,Aves,Apodiformes,Trochilidae,Amazilia,"(De la Llave, 1833)",Rufous-tailed Hummingbird,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03873,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03873,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,Flight feather molt,2019-02-25,2019,2,25,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Stilpnia vitriolina,Stilpnia vitriolina,Animal,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,"(Cabanis, 1850)",Scrub Tanager,Resident,23,g,,10.93,mm,,5.85,mm,,6.54,mm,,,,,73,mm,,57,mm,,18.19,mm,,146,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa03874,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa03874,"LDMG, WDTE",Undetermined,Adult,Non-reproductive,,2019-02-26,2019,2,26,Monocrop,Monocrop: cocoa (Theobroma cacao L.) ,Colombia,CO,Caldas,Belalcázar,Corregimiento La Zainera,,1237,5.030611,-75.815528,WGS84,"5°01'50.20"" N 75° 48'55.90"" W","5°01'50.20"" N","75° 48'55.90"" W",UTM18,Mionectes oleagineus,Mionectes oleagineus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,"(Linchtenstein, 1823)",Ochre-bellied Flycatcher,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
